customer_id,application_id,application_seq,application_date,age,income,loan_amount,loan_term,num_credit_lines,num_delinquencies,utilization_rate,debt_to_income,credit_score,credit_risk,channel_online,channel_branch,prev_fraud_flag,employment_years,savings_balance,recent_transaction_count,default_flag,fraud_flag
1332,1988,1,2022-01-01,56,610792,62749,58,9,0,0.416,0.553,697,2,0,1,0,5,20400,10,0,0
1333,1989,1,2022-01-01,27,257223,469024,46,4,0,0.521,0.053,633,3,0,1,0,6,28161,0,0,0
1334,1990,1,2022-01-01,27,761318,302788,83,0,0,0.487,0.471,636,3,1,0,1,5,19851,2,1,0
1334,1991,2,2022-09-01,27,830864,227397,80,0,0,0.593,0.601,644,3,0,1,1,5,26501,1,0,0
1334,1992,3,2022-09-01,27,797131,223523,84,0,0,0.751,0.691,689,2,0,1,1,5,19647,0,0,1
1335,1993,1,2022-01-01,52,670756,161411,80,3,0,0.08,0.534,724,2,0,1,0,5,79563,9,0,0
1335,1994,2,2022-06-02,52,656561,92469,80,1,0,0.082,0.458,720,2,0,1,0,5,41566,4,0,0
1335,1995,3,2022-11-01,52,654145,209530,85,3,0,0.066,0.534,710,2,1,0,0,5,95700,13,0,0
1336,1996,1,2022-01-01,55,327259,114638,36,2,0,0.472,0.264,508,4,0,1,0,6,861072,1,0,0
1336,1997,2,2022-11-01,55,312415,100280,41,2,0,0.396,0.336,464,5,0,1,0,6,751526,4,0,0
1337,1998,1,2022-01-01,31,332497,248817,41,9,0,0.0,0.335,772,2,0,1,0,9,277856,6,0,0
1338,1999,1,2022-01-01,50,189580,2201943,7,2,0,0.121,0.081,573,4,0,1,0,9,249987,7,1,0
1339,2000,1,2022-01-01,47,237408,274105,35,5,0,0.184,0.154,716,2,0,1,0,9,298341,16,0,0
1339,2001,2,2022-11-01,47,228547,284572,31,4,0,0.043,0.004,743,2,0,1,0,9,268772,14,0,1
1340,2002,1,2022-01-01,33,269552,178754,44,4,1,0.419,0.582,560,4,0,1,0,9,60537,9,0,0
1341,2003,1,2022-01-01,31,363899,384108,83,4,0,0.406,0.297,678,3,0,1,0,3,602483,7,0,0
1342,2004,1,2022-01-01,40,1199474,94733,23,6,1,0.4,0.133,708,2,0,1,0,6,198709,11,1,0
1342,2005,2,2022-08-01,40,1157356,110786,28,5,1,0.253,0.304,706,2,0,1,0,6,392297,9,0,1
1343,2006,1,2022-01-01,30,421121,85309,69,3,0,0.338,0.428,726,2,1,0,0,14,562221,4,0,0
1344,2007,1,2022-01-01,62,177981,159493,47,9,0,0.118,0.654,655,3,0,1,0,2,338941,12,0,0
1345,2008,1,2022-01-01,64,177815,261369,22,5,0,0.382,0.404,632,3,0,1,0,0,100104,0,0,1
1345,2009,2,2022-08-01,64,157364,219241,15,6,0,0.277,0.254,635,3,0,1,0,0,148182,3,0,0
1345,2010,3,2023-03-02,65,177238,291097,23,4,0,0.244,0.191,657,3,0,1,0,1,135545,0,0,0
1346,2011,1,2022-01-01,53,417877,66121,22,8,1,0.434,0.398,747,2,1,0,0,3,13943,13,0,0
1346,2012,2,2022-09-01,53,472662,55402,16,10,0,0.159,0.458,803,1,1,0,0,3,53748,16,0,0
1347,2013,1,2022-01-01,30,445669,41873,61,5,0,0.513,0.771,721,2,0,1,0,2,70528,14,0,0
1348,2014,1,2022-01-01,34,275844,230045,64,0,0,0.751,0.179,628,3,0,1,0,8,116472,9,0,0
1349,2015,1,2022-01-01,35,368703,54652,15,5,1,0.626,0.0,692,2,0,1,0,5,14835,11,1,0
1350,2016,1,2022-01-01,56,364559,231115,52,2,0,0.192,0.528,765,2,1,0,0,0,45206,10,0,0
1351,2017,1,2022-01-01,54,193055,183409,14,1,1,0.447,0.268,681,3,0,1,0,8,124839,15,0,0
1351,2018,2,2022-05-02,54,205535,159995,13,2,2,0.499,0.489,667,3,1,0,0,8,137150,7,0,0
1352,2019,1,2022-01-01,49,356860,1045822,62,9,0,0.047,0.0,497,4,0,1,0,8,65346,0,1,0
1352,2020,2,2022-10-01,49,368282,1268800,63,10,2,0.147,0.099,502,4,1,0,0,8,78335,4,1,0
1353,2021,1,2022-01-01,61,1369197,61692,72,9,0,0.379,0.685,789,2,1,0,1,3,22517,5,0,0
1354,2022,1,2022-01-01,35,454106,163386,46,1,0,0.192,0.199,590,3,1,0,0,11,23050,18,0,0
1355,2023,1,2022-01-01,31,496903,34856,22,9,1,0.594,0.543,665,3,0,1,0,4,1917971,14,0,0
1355,2024,2,2022-10-01,31,528168,69323,31,8,1,0.631,0.288,672,3,0,1,0,4,2252149,5,0,0
1356,2025,1,2022-01-01,26,307229,32281,27,10,2,0.796,0.337,710,2,1,0,0,9,5850,5,1,0
1357,2026,1,2022-01-01,50,289806,157683,37,7,0,0.374,0.605,609,3,0,1,0,8,70351,13,0,0
1358,2027,1,2022-01-01,39,221895,163748,20,6,0,0.566,0.412,813,1,1,0,0,8,150684,9,0,0
1359,2028,1,2022-01-01,68,390027,156149,35,1,2,0.661,0.476,710,2,0,1,0,4,147453,13,1,0
1359,2029,2,2022-07-02,68,403288,138752,37,2,3,0.571,0.319,667,3,0,1,0,4,148336,4,0,0
1360,2030,1,2022-01-01,56,392659,71745,31,9,0,0.257,0.752,659,3,0,1,0,7,100665,1,0,0
1361,2031,1,2022-01-01,30,416806,115508,31,3,0,0.498,0.333,689,2,0,1,0,9,35207,7,0,0
1361,2032,2,2022-07-02,30,425775,73035,28,4,0,0.324,0.326,671,3,1,0,0,9,25599,12,0,0
1362,2033,1,2022-01-01,42,859708,108151,7,12,1,0.506,0.254,845,1,0,1,0,10,94601,10,0,0
1363,2034,1,2022-01-01,29,183221,78992,57,8,1,0.136,0.626,782,2,1,0,1,6,62803,0,1,0
1363,2035,2,2022-07-02,29,172268,91867,55,8,0,0.059,0.524,753,2,1,0,1,6,58405,1,0,0
1364,2036,1,2022-01-01,65,246705,65452,28,8,2,0.165,0.537,694,2,0,1,0,8,15632,0,1,0
1365,2037,1,2022-01-01,69,628054,146823,46,10,0,0.0,0.0,792,2,1,0,0,7,98418,5,0,0
1366,2038,1,2022-01-01,48,223406,134534,61,8,0,0.187,0.624,660,3,1,0,0,13,133135,6,0,0
1367,2039,1,2022-01-01,21,364784,98254,54,11,0,0.315,0.236,699,2,1,0,0,7,54458,12,0,0
1368,2040,1,2022-01-01,31,952485,36478,30,6,0,0.862,0.009,707,2,0,1,0,7,82533,10,0,0
1369,2041,1,2022-01-01,59,262520,70831,80,0,0,0.405,0.354,651,3,1,0,0,0,38796,13,0,1
1370,2042,1,2022-01-01,56,302299,71675,27,5,0,0.276,0.387,613,3,1,0,1,2,23322,20,0,1
1371,2043,1,2022-01-01,59,221611,131032,43,0,0,0.438,0.51,700,2,1,0,0,3,28985,16,0,0
1372,2044,1,2022-01-01,43,520898,234042,22,10,1,0.0,0.387,653,3,0,1,0,10,50862,20,0,0
1372,2045,2,2022-05-02,43,568647,299730,23,10,1,0.0,0.264,688,2,0,1,0,10,84626,27,0,0
1372,2046,3,2022-11-01,43,566611,189367,21,9,0,0.063,0.402,706,2,0,1,0,10,72258,29,0,0
1373,2047,1,2022-01-01,54,506497,71927,70,2,0,0.228,0.484,622,3,1,0,0,8,206730,18,0,0
1374,2048,1,2022-01-01,29,538203,97361,55,10,0,0.104,0.409,708,2,0,1,0,2,226143,10,0,1
1374,2049,2,2022-10-01,29,510574,103934,55,10,1,0.303,0.474,721,2,0,1,0,2,189092,0,0,0
1375,2050,1,2022-01-01,68,331387,23947,62,5,1,0.454,0.647,697,2,1,0,0,3,30824,20,0,0
1375,2051,2,2022-11-01,68,324729,24579,63,7,1,0.395,0.887,694,2,0,1,0,3,29795,12,1,0
1375,2052,3,2023-03-02,69,298060,21746,58,6,0,0.377,0.767,696,2,1,0,0,4,25064,12,0,0
1376,2053,1,2022-01-01,50,508824,131330,35,6,1,0.506,0.0,694,2,0,1,0,2,291258,2,1,0
1377,2054,1,2022-01-01,57,325019,117630,64,4,0,0.453,0.272,688,2,0,1,0,4,34303,0,0,0
1377,2055,2,2022-11-01,57,299199,111685,64,3,0,0.287,0.386,655,3,0,1,0,4,43362,9,1,0
1378,2056,1,2022-01-01,54,473434,181884,63,9,2,0.373,0.0,589,3,0,1,0,8,40542,13,0,1
1378,2057,2,2022-11-01,54,519439,299216,53,11,1,0.306,0.063,602,3,1,0,0,8,57365,0,1,0
1379,2058,1,2022-01-01,24,407332,173694,45,9,1,0.518,0.172,731,2,0,1,0,9,281261,7,0,0
1379,2059,2,2022-08-01,24,431216,157893,43,11,1,0.461,0.267,686,2,1,0,0,9,293633,0,0,0
1380,2060,1,2022-01-01,32,270580,78970,42,6,1,0.41,0.344,574,4,1,0,0,0,638685,4,0,0
1381,2061,1,2022-01-01,58,694449,114621,32,2,0,0.061,0.435,640,3,0,1,0,6,26376,6,0,0
1382,2062,1,2022-01-01,31,201638,299186,22,2,1,0.922,0.0,732,2,1,0,0,3,55278,1,0,0
1383,2063,1,2022-01-01,38,287499,31944,37,0,0,0.415,0.215,560,4,0,1,0,4,27188,6,0,0
1384,2064,1,2022-01-01,23,347721,52128,83,8,0,0.376,0.523,642,3,1,0,0,4,100333,7,1,0
1384,2065,2,2022-08-01,23,381530,29659,76,8,0,0.423,0.683,642,3,1,0,0,4,79486,8,0,0
1384,2066,3,2023-07-02,24,349123,60799,80,10,0,0.462,0.612,661,3,1,0,0,5,36914,9,0,0
1385,2067,1,2022-01-01,24,488202,168105,20,8,0,0.55,0.116,753,2,1,0,0,5,15267,1,0,0
1385,2068,2,2022-11-01,24,502357,123063,22,7,0,0.441,0.0,752,2,0,1,0,5,12874,14,0,0
1385,2069,3,2022-12-31,25,516312,148358,15,7,1,0.47,0.0,712,2,1,0,0,6,13746,0,0,0
1386,2070,1,2022-01-01,63,415762,624015,51,5,1,0.368,0.308,622,3,0,1,0,8,855847,4,0,0
1387,2071,1,2022-01-01,66,378392,329759,11,4,0,0.157,0.19,707,2,0,1,0,5,44399,4,0,0
1387,2072,2,2022-11-01,66,417723,275200,13,3,1,0.4,0.182,694,2,0,1,0,5,31826,0,0,0
1388,2073,1,2022-01-01,25,279425,374491,66,8,3,0.598,0.045,646,3,0,1,0,4,34169,2,1,0
1389,2074,1,2022-01-01,46,320020,35667,66,5,0,0.022,0.335,629,3,1,0,0,10,25846,19,0,0
1389,2075,2,2022-10-01,46,375186,59652,73,3,0,0.25,0.304,592,3,0,1,0,10,28172,16,0,0
1389,2076,3,2022-09-01,46,357269,54231,72,3,0,0.403,0.482,610,3,1,0,0,10,18285,10,0,0
1390,2077,1,2022-01-01,22,420204,124915,75,12,1,0.232,0.091,745,2,0,1,0,6,4031400,11,0,0
1391,2078,1,2022-01-01,27,304666,63695,24,9,1,0.01,0.501,690,2,1,0,0,2,22667,11,0,1
1391,2079,2,2022-10-01,27,289265,53267,25,10,0,0.0,0.616,696,2,0,1,0,2,65359,9,0,0
1391,2080,3,2022-09-01,27,333263,64469,27,10,0,0.048,0.427,719,2,0,1,0,2,60785,12,0,0
1392,2081,1,2022-01-01,35,530698,244077,82,8,0,0.28,0.113,587,3,1,0,0,8,119526,5,0,0
1392,2082,2,2022-06-02,35,481166,188771,86,8,1,0.24,0.228,643,3,0,1,0,8,96712,0,1,0
1393,2083,1,2022-01-01,56,380461,257945,52,1,1,0.739,0.507,679,3,0,1,0,2,106184,6,0,0
1394,2084,1,2022-01-01,21,200482,124832,20,10,0,0.262,0.348,715,2,0,1,0,8,201133,6,0,0
1395,2085,1,2022-01-01,55,509370,28173,61,4,1,0.163,0.766,701,2,1,0,0,4,108483,22,0,0
1395,2086,2,2022-11-01,55,513605,26221,56,6,1,0.03,0.647,724,2,0,1,0,4,87991,7,0,0
1396,2087,1,2022-01-01,37,255204,64708,64,0,0,0.661,0.0,850,1,1,0,0,10,56231,6,0,0
1397,2088,1,2022-01-01,47,316406,200456,79,10,2,0.064,0.226,728,2,0,1,0,3,43938,13,0,0
1398,2089,1,2022-01-01,60,189890,38383,16,8,1,0.12,0.678,636,3,0,1,0,10,70135,18,1,0
1398,2090,2,2022-08-01,60,167421,62702,26,7,0,0.345,0.689,629,3,0,1,0,10,97223,13,0,0
1398,2091,3,2023-09-01,61,184187,59327,22,8,2,0.205,0.772,616,3,0,1,0,11,96698,14,0,0
1399,2092,1,2022-01-01,62,370404,111097,19,11,1,0.247,0.392,651,3,0,1,0,9,42105,6,0,0
1400,2093,1,2022-01-01,29,297861,393210,83,0,0,0.168,0.519,607,3,0,1,0,3,80492,13,0,0
1401,2094,1,2022-01-01,50,246544,113944,45,11,0,0.086,0.125,756,2,0,1,0,2,90331,4,0,0
1402,2095,1,2022-01-01,40,372939,190128,78,1,1,0.139,0.508,722,2,0,1,0,0,136123,11,1,0
1403,2096,1,2022-01-01,34,217804,95354,13,11,1,0.461,0.3,790,2,1,0,0,8,55691,7,0,0
1403,2097,2,2022-06-02,34,208498,98785,6,10,0,0.288,0.211,759,2,1,0,0,8,54092,4,0,0
1403,2098,3,2023-03-02,35,228169,57206,14,11,1,0.205,0.259,763,2,1,0,0,9,58711,0,0,0
1404,2099,1,2022-01-01,61,378320,89151,39,1,0,0.417,0.192,691,2,1,0,0,7,31801,7,0,1
1405,2100,1,2022-01-01,41,266528,235320,65,7,0,0.341,0.038,604,3,1,0,0,6,62002,9,0,0
1406,2101,1,2022-01-01,30,211379,157214,14,3,0,0.173,0.346,548,4,0,1,0,3,118687,2,0,0
1407,2102,1,2022-01-01,41,557569,196385,45,6,1,0.45,0.152,622,3,0,1,0,3,316589,1,0,1
1407,2103,2,2022-07-02,41,537207,165540,35,6,1,0.438,0.188,613,3,0,1,0,3,198227,9,1,0
1407,2104,3,2022-09-01,41,528507,177176,36,4,0,0.461,0.219,648,3,0,1,0,3,153258,21,0,0
1408,2105,1,2022-01-01,37,302006,32242,30,4,2,0.489,0.372,692,2,0,1,0,3,342960,0,1,0
1409,2106,1,2022-01-01,63,305882,80550,55,1,1,0.686,0.2,728,2,0,1,0,1,7095,10,0,0
1409,2107,2,2022-11-01,63,271241,54454,45,0,0,0.557,0.0,736,2,1,0,0,1,10400,6,0,0
1410,2108,1,2022-01-01,33,206088,132839,75,6,0,0.34,0.878,684,3,0,1,0,5,405185,0,0,0
1410,2109,2,2022-09-01,33,210492,157780,72,6,0,0.649,0.701,633,3,0,1,0,5,428499,1,0,0
1411,2110,1,2022-01-01,24,352977,125472,58,6,0,0.354,0.256,583,3,0,1,0,6,16700,7,0,1
1411,2111,2,2022-08-01,24,341923,133726,58,6,0,0.451,0.502,572,4,0,1,0,6,2958,1,0,0
1412,2112,1,2022-01-01,24,296049,103277,62,8,0,0.462,0.121,711,2,1,0,0,6,32473,3,0,0
1412,2113,2,2022-06-02,24,295974,161424,65,8,0,0.055,0.153,706,2,0,1,0,6,28546,3,1,0
1412,2114,3,2023-09-01,25,307143,169660,61,8,0,0.163,0.341,719,2,1,0,0,7,18464,1,0,0
1413,2115,1,2022-01-01,59,501550,92882,43,1,2,0.433,0.388,623,3,1,0,0,0,18256,2,0,0
1413,2116,2,2022-07-02,59,454166,106338,46,0,2,0.307,0.273,626,3,1,0,0,0,16289,8,0,0
1414,2117,1,2022-01-01,27,344257,145308,62,6,0,0.578,0.294,625,3,0,1,0,3,101772,10,0,0
1414,2118,2,2022-05-02,27,382308,145920,69,6,0,0.558,0.297,682,3,0,1,0,3,89845,2,0,0
1414,2119,3,2023-09-01,28,398581,175688,59,6,1,0.598,0.231,634,3,0,1,0,4,133705,11,0,1
1415,2120,1,2022-01-01,56,235642,67283,42,6,0,0.081,0.642,622,3,1,0,0,6,201735,0,0,0
1416,2121,1,2022-01-01,58,546903,150937,65,8,0,0.257,0.459,683,3,1,0,0,5,232168,1,1,0
1416,2122,2,2022-07-02,58,583392,122118,72,9,0,0.09,0.54,687,2,0,1,0,5,375195,3,0,0
1417,2123,1,2022-01-01,69,461932,79362,20,6,0,0.423,0.506,632,3,0,1,0,4,26163,0,0,0
1418,2124,1,2022-01-01,38,269255,43410,67,9,0,0.0,0.429,749,2,0,1,0,8,128163,0,0,0
1419,2125,1,2022-01-01,43,223639,81084,56,11,0,0.479,0.32,702,2,1,0,0,6,32680,0,0,0
1419,2126,2,2022-06-02,43,237026,123733,58,10,0,0.735,0.164,696,2,0,1,0,6,19492,13,0,0
1420,2127,1,2022-01-01,45,167653,920468,37,5,0,0.257,0.335,691,2,1,0,0,3,26576,1,1,0
1420,2128,2,2022-07-02,45,166181,959182,45,7,0,0.29,0.363,681,3,0,1,0,3,33912,0,0,0
1420,2129,3,2022-11-01,45,175926,865502,46,6,0,0.445,0.197,692,2,0,1,0,3,27611,0,0,0
1421,2130,1,2022-01-01,27,478075,83241,50,5,0,0.0,0.0,692,2,1,0,0,11,21114,10,0,0
1421,2131,2,2022-07-02,27,468331,96531,48,5,0,0.219,0.19,722,2,0,1,0,11,20203,0,0,0
1422,2132,1,2022-01-01,48,357103,167959,76,0,1,0.549,0.342,699,2,0,1,0,1,189573,19,0,1
1423,2133,1,2022-01-01,58,202195,54084,22,10,2,0.639,0.0,745,2,0,1,0,4,40962,5,0,0
1424,2134,1,2022-01-01,52,134960,118852,28,7,0,0.399,0.137,636,3,1,0,0,11,106326,8,0,0
1425,2135,1,2022-01-01,32,250877,220730,68,10,0,0.874,0.394,684,3,0,1,0,3,158913,0,0,0
1426,2136,1,2022-01-01,50,416804,449596,61,0,0,0.281,0.42,748,2,1,0,0,1,69816,9,0,0
1427,2137,1,2022-01-01,50,530501,76104,47,9,0,0.0,0.675,672,3,1,0,0,12,51009,6,0,0
1428,2138,1,2022-01-01,32,297175,71065,27,0,0,0.23,0.194,698,2,0,1,0,8,34366,7,1,0
1429,2139,1,2022-01-01,33,375264,112367,44,10,1,0.504,0.847,560,4,1,0,0,7,79559,15,0,1
1429,2140,2,2022-08-01,33,367861,109887,44,10,2,0.45,0.601,544,4,0,1,0,7,53474,6,1,0
1430,2141,1,2022-01-01,23,353963,138981,12,7,0,0.339,0.671,572,4,1,0,0,9,41023,15,0,1
1431,2142,1,2022-01-01,55,836036,100830,34,7,0,0.061,0.512,752,2,1,0,0,13,182803,0,0,0
1431,2143,2,2022-09-01,55,849082,88194,39,6,0,0.174,0.572,744,2,1,0,0,13,102662,0,0,0
1431,2144,3,2022-12-31,56,908317,101964,35,5,0,0.062,0.342,738,2,0,1,0,14,222120,0,0,0
1432,2145,1,2022-01-01,45,269222,251305,41,4,0,0.302,0.628,743,2,1,0,0,7,81955,0,0,0
1432,2146,2,2022-10-01,45,235590,223651,38,5,1,0.312,0.47,764,2,0,1,0,7,104182,6,0,0
1433,2147,1,2022-01-01,41,599058,121407,12,10,0,0.416,0.702,604,3,1,0,0,9,71973,13,0,1
1434,2148,1,2022-01-01,50,276724,92398,71,5,1,0.553,0.154,549,4,1,0,0,10,128893,0,0,0
1435,2149,1,2022-01-01,43,657652,153425,12,3,0,0.121,0.0,643,3,1,0,0,5,11862,11,0,1
1436,2150,1,2022-01-01,67,187612,349134,74,10,1,0.171,0.433,654,3,0,1,0,3,11675,0,0,0
1436,2151,2,2022-06-02,67,188917,328901,73,9,0,0.269,0.462,676,3,1,0,0,3,21385,0,0,1
1436,2152,3,2023-03-02,68,187926,284754,82,8,0,0.509,0.405,670,3,0,1,0,4,20912,7,0,0
1437,2153,1,2022-01-01,27,429524,340385,68,6,1,0.51,0.304,656,3,1,0,0,10,64542,6,0,0
1438,2154,1,2022-01-01,31,86733,267691,74,9,2,0.247,0.63,666,3,1,0,0,7,41771,0,0,0
1439,2155,1,2022-01-01,68,182920,59187,41,4,0,0.381,0.0,827,1,1,0,0,0,453784,14,0,0
1439,2156,2,2022-10-01,68,181179,44419,36,2,0,0.35,0.069,807,1,1,0,0,0,378585,15,0,0
1439,2157,3,2023-03-02,69,196009,73502,40,2,0,0.4,0.061,795,2,1,0,0,1,448505,15,0,0
1440,2158,1,2022-01-01,47,247395,138073,31,5,1,0.0,0.118,624,3,1,0,0,6,17534,0,0,0
1440,2159,2,2022-11-01,47,275103,192203,41,3,0,0.093,0.094,604,3,1,0,0,6,7805,0,0,0
1440,2160,3,2022-11-01,47,261554,144843,37,5,0,0.0,0.0,629,3,0,1,0,6,15679,13,0,0
1441,2161,1,2022-01-01,59,570034,53673,74,8,0,0.278,0.544,752,2,0,1,0,2,89242,5,0,0
1442,2162,1,2022-01-01,69,578225,161566,70,8,1,0.36,0.654,580,3,1,0,0,3,5252,6,0,0
1443,2163,1,2022-01-01,48,288633,209469,42,12,0,0.586,0.0,615,3,1,0,0,0,88078,16,0,0
1444,2164,1,2022-01-01,42,201685,80073,48,11,0,0.302,0.486,729,2,1,0,0,8,46508,2,0,0
1445,2165,1,2022-01-01,40,361566,199021,77,3,0,0.0,0.083,563,4,0,1,0,4,81724,7,0,0
1446,2166,1,2022-01-01,49,244322,62174,77,10,0,0.247,0.502,677,3,0,1,0,0,51245,12,0,0
1447,2167,1,2022-01-01,67,745076,27130,83,1,1,0.308,0.0,739,2,1,0,0,4,261413,4,0,0
1447,2168,2,2022-07-02,67,809652,24037,79,0,0,0.293,0.06,725,2,0,1,0,4,432969,3,0,0
1447,2169,3,2023-05-02,68,789340,36111,76,0,0,0.093,0.242,701,2,0,1,0,5,219051,13,0,0
1448,2170,1,2022-01-01,47,195518,358633,22,8,1,0.454,0.352,568,4,1,0,0,6,64510,6,0,1
1449,2171,1,2022-01-01,32,313365,88268,79,10,0,0.589,0.289,701,2,1,0,0,9,6585,0,0,0
1449,2172,2,2022-08-01,32,316042,149020,74,8,0,0.527,0.259,742,2,0,1,0,9,9410,2,0,0
1450,2173,1,2022-01-01,54,405031,25334,27,4,1,0.416,0.392,709,2,0,1,0,6,36191,12,0,0
1451,2174,1,2022-01-01,39,205958,27720,27,9,0,0.472,0.391,615,3,0,1,0,6,173576,5,0,0
1451,2175,2,2022-08-01,39,213686,30646,22,8,1,0.509,0.608,625,3,1,0,0,6,132006,9,0,1
1452,2176,1,2022-01-01,43,468994,85358,63,11,1,0.047,0.388,764,2,0,1,0,7,784475,6,0,0
1452,2177,2,2022-06-02,43,453663,75992,57,12,1,0.158,0.521,741,2,0,1,0,7,559881,12,0,1
1453,2178,1,2022-01-01,59,468678,166999,35,2,0,0.709,0.271,730,2,1,0,0,7,18473,2,0,0
1453,2179,2,2022-07-02,59,476129,175535,45,3,1,0.394,0.228,738,2,0,1,0,7,36966,7,0,1
1454,2180,1,2022-01-01,69,448006,125705,33,1,0,0.581,0.25,667,3,0,1,0,3,22197,17,0,1
1454,2181,2,2022-08-01,69,452260,94586,28,3,0,0.552,0.312,654,3,1,0,0,3,24753,17,0,0
1454,2182,3,2023-07-02,70,483012,158138,30,3,0,0.453,0.209,674,3,1,0,0,4,15969,18,1,0
1455,2183,1,2022-01-01,67,1303845,115956,39,0,0,0.716,0.078,812,1,0,1,0,5,20010,11,0,0
1456,2184,1,2022-01-01,35,238382,69344,15,11,0,0.688,0.394,539,4,0,1,0,6,35294,7,1,0
1457,2185,1,2022-01-01,33,437218,48039,37,5,0,0.329,0.065,687,2,0,1,0,11,15983,9,0,0
1458,2186,1,2022-01-01,45,283241,237451,22,2,1,0.0,0.273,673,3,1,0,0,7,37535,10,0,1
1459,2187,1,2022-01-01,68,345629,68553,62,9,0,0.336,0.514,670,3,1,0,0,0,257538,5,0,0
1459,2188,2,2022-06-02,68,330667,74198,62,8,0,0.061,0.439,677,3,0,1,0,0,210704,0,1,0
1459,2189,3,2022-12-31,69,340606,83980,56,9,1,0.145,0.625,674,3,0,1,0,1,130073,11,0,1
1460,2190,1,2022-01-01,29,785908,96364,8,7,0,0.268,0.621,666,3,0,1,1,7,84951,12,0,0
1461,2191,1,2022-01-01,49,173463,32347,58,7,1,0.058,0.132,612,3,0,1,0,3,4255,12,0,0
1461,2192,2,2022-05-02,49,160861,46796,57,6,1,0.338,0.08,650,3,1,0,0,3,6502,8,0,0
1462,2193,1,2022-01-01,59,184060,148636,42,0,0,0.652,0.476,650,3,1,0,0,0,36802,4,0,0
1463,2194,1,2022-01-01,47,259877,74635,31,11,0,0.304,0.243,591,3,0,1,0,0,44415,0,0,0
1464,2195,1,2022-01-01,28,333126,111499,33,4,0,0.389,0.0,564,4,0,1,0,10,174824,9,0,0
1465,2196,1,2022-01-01,42,244959,208643,60,3,0,0.512,0.107,602,3,1,0,0,10,12500,4,0,0
1465,2197,2,2022-11-01,42,252834,257279,60,4,0,0.51,0.187,633,3,1,0,0,10,20314,9,0,0
1466,2198,1,2022-01-01,27,346104,48054,77,1,0,0.0,0.66,643,3,0,1,0,0,39047,21,0,0
1466,2199,2,2022-09-01,27,384258,51648,70,2,0,0.011,0.857,636,3,0,1,0,0,19768,18,0,0
1467,2200,1,2022-01-01,39,321617,80485,54,8,1,0.054,0.255,789,2,0,1,0,7,43816,12,0,0
1468,2201,1,2022-01-01,33,419243,54677,74,11,2,0.106,0.287,733,2,0,1,0,4,19486,6,1,0
1469,2202,1,2022-01-01,45,802814,202275,54,7,1,0.173,0.408,710,2,0,1,0,8,83269,3,0,1
1469,2203,2,2022-11-01,45,861977,216105,56,8,0,0.143,0.303,746,2,1,0,0,8,95998,6,0,0
1470,2204,1,2022-01-01,38,359569,164208,17,1,2,0.709,0.022,721,2,0,1,0,3,229455,19,0,0
1471,2205,1,2022-01-01,36,434843,37851,60,6,0,0.66,0.265,616,3,0,1,0,8,17848,4,0,0
1471,2206,2,2022-08-01,36,413194,26975,61,6,0,0.654,0.154,610,3,1,0,0,8,20552,0,0,0
1471,2207,3,2023-03-02,37,453904,46024,67,5,0,0.581,0.357,630,3,1,0,0,9,18115,8,1,0
1472,2208,1,2022-01-01,36,141229,110125,31,7,0,0.383,0.283,728,2,0,1,0,8,597491,7,0,0
1473,2209,1,2022-01-01,47,394514,64458,58,8,0,0.0,0.079,646,3,0,1,0,0,456833,15,0,0
1474,2210,1,2022-01-01,45,316840,255908,59,0,0,0.125,0.666,598,3,1,0,0,7,90880,0,0,0
1475,2211,1,2022-01-01,36,754614,145498,47,4,0,0.279,0.224,654,3,1,0,0,2,12227,11,0,0
1476,2212,1,2022-01-01,33,353029,248597,65,8,0,0.264,0.007,684,3,1,0,0,6,3783,14,0,0
1477,2213,1,2022-01-01,36,207931,577573,72,1,0,0.647,0.079,742,2,1,0,0,6,81092,0,0,0
1478,2214,1,2022-01-01,51,247481,123979,76,8,0,0.0,0.526,591,3,0,1,0,5,24463,4,0,0
1478,2215,2,2022-06-02,51,262575,130283,73,6,0,0.0,0.284,588,3,1,0,0,5,18963,0,0,1
1478,2216,3,2022-09-01,51,225024,111560,79,7,0,0.006,0.471,576,3,1,0,0,5,4414,1,0,0
1479,2217,1,2022-01-01,29,285702,67354,83,2,2,0.372,0.473,749,2,1,0,0,6,97184,2,0,0
1480,2218,1,2022-01-01,36,514787,155766,81,6,1,0.285,0.003,720,2,0,1,0,7,41564,8,0,0
1481,2219,1,2022-01-01,63,159698,28693,61,1,0,0.255,0.245,753,2,0,1,0,3,79848,7,0,0
1482,2220,1,2022-01-01,61,313785,113135,53,11,1,0.362,0.173,697,2,0,1,0,3,110616,14,0,0
1483,2221,1,2022-01-01,58,344287,266774,73,5,0,0.239,0.384,603,3,0,1,0,3,180072,5,0,0
1484,2222,1,2022-01-01,49,230745,122088,82,1,0,0.515,0.007,662,3,1,0,0,0,187503,12,0,0
1485,2223,1,2022-01-01,68,429268,60053,53,4,2,0.136,0.449,710,2,0,1,0,4,12617,0,0,0
1485,2224,2,2022-10-01,68,420404,60225,55,4,1,0.201,0.416,744,2,1,0,0,4,12528,7,0,0
1486,2225,1,2022-01-01,62,199243,31972,74,7,0,0.539,0.564,655,3,0,1,0,12,111513,13,0,0
1487,2226,1,2022-01-01,27,252245,39118,31,8,0,0.547,0.467,698,2,0,1,0,9,209201,22,0,0
